,PartNumber,Info
0,1,"2,1;1.09313,0.171146,-1.15961/1.09313,0.171146,-1.15961/1.09313,0.171146,-1.15961;1,11,1,0;40.737890174766;0,0,0;0,0,0;3,1,3;
"
1604,1571,"0,1571;1.73436,3.57037,-0.574175/1.73436,3.57037,-0.574175/1.73436,3.57037,-0.574175;1,13,1,0;40.655355847222;1,0,1;1,0,0;1,1,2/2,1,0/2,7,0/2,8,0/3,7,0;
"
1605,1574,"2,1574;-0.644343,-1.72832,2.03476/-0.644343,-1.72832,2.03476/-0.644343,-1.72832,2.03476;1,30,1,0;40.333705360796;0,1,0;0,1,0;1,1,0/2,1,1/3,2,0/4,1,0/4,3,0;
"
1606,1576,"2,1576;2.78922,0.646356,1.30365/2.78922,0.646356,1.30365/2.78922,0.646356,1.30365;1,26,1,0;40.836909442373;0,1,0;0,1,0;3,1,1;
"
1607,1576,"0,1576;2.79508,0.643712,1.30064/2.79508,0.643712,1.30064/2.79508,0.643712,1.30064;1,26,1,0;40.836909793837;0,1,0;0,1,0;2,1,1;
"
1608,1576,"0,1576;2.78961,0.648477,1.30333/2.78961,0.648477,1.30333/2.78961,0.648477,1.30333;1,26,1,0;40.836910505336;1,0,1;1,0,0;3,8,0/4,1,2/4,2,0;
"
1609,1576,"0,1576;2.80242,0.654702,1.30788/2.80242,0.654702,1.30788/2.80242,0.654702,1.30788;1,26,1,0;40.836911928336;0,1,0;1,0,0;2,2,0/4,1,1;
"
1610,1580,"2,1580;-0.190626,-1.31867,3.06329/-0.190626,-1.31867,3.06329/-0.190626,-1.31867,3.06329;1,35,1,0;40.381866708919;1,0,1;0,1,0;3,1,2;
"
1611,1581,"2,1581;-0.177151,1.82099,-0.0472034/-0.177151,1.82099,-0.0472034/-0.177151,1.82099,-0.0472034;1,13,1,0;40.817045139799;0,1,0;0,1,0;3,1,1;
"
1612,1587,"2,1587;3.80035,0.489315,-0.987837/3.80035,0.489315,-0.987837/3.80035,0.489315,-0.987837;1,12,1,0;40.181134024984;1,0,1;0,1,0;2,1,2;
"
1613,1587,"0,1587;3.08038,1.67348,-0.770249/3.08038,1.67348,-0.770249/3.08038,1.67348,-0.770249;1,12,1,0;40.302793745394;0,1,0;0,1,0;2,1,1;
"
1614,1589,"2,1589;-0.807932,-2.11211,-0.879266/-0.807873,-2.11182,-0.879111/-0.807991,-2.11239,-0.879421;1,9,1,0;40.503003008361;1,0,1;1,0,0;1,1,2/3,1,0/4,1,3;
"
1615,1589,"0,1589;-1.09774,0.198955,1.52507/-1.09738,0.199295,1.52545/-1.0981,0.198615,1.52468;1,23,1,0;40.698652665759;1,0,2;1,1,0;2,3,2/4,1,2;
"
1616,1589,"0,1589;-1.09906,0.19722,1.52945/-1.09895,0.198098,1.52978/-1.09917,0.196342,1.52911;1,23,1,0;40.698653833364;1,0,2;1,1,0;1,1,2/2,8,2/3,6,0/3,7,0/3,8,0/3,9,0;
"
1617,1589,"0,1589;-1.10657,0.209618,1.51353/-1.10657,0.209618,1.51353/-1.10657,0.209618,1.51353;1,23,1,0;40.698663004231;1,0,1;0,1,0;3,1,2;
"
1618,1589,"0,1589;-1.10332,0.216304,1.51118/-1.10332,0.216304,1.51118/-1.10332,0.216304,1.51118;1,23,1,0;40.69867739237;0,1,0;0,1,0;2,1,1;
"
1619,1589,"0,1589;-1.09856,0.198511,1.52963/-1.09818,0.198924,1.53014/-1.09895,0.198098,1.52911;1,23,1,0;40.698653885093;1,0,1;1,0,0;2,1,2/3,1,0/3,2,0/4,5,2;
"
1620,1589,"0,1589;-1.1155,0.196586,1.53289/-1.1155,0.196586,1.53289/-1.1155,0.196586,1.53289;1,23,1,0;40.698659006295;1,0,1;1,0,0;4,1,2;
"
1621,1592,"2,1592;4.09219,-1.8088,-0.471138/4.0922,-1.80871,-0.471104/4.09218,-1.80889,-0.471172;1,12,1,0;40.680445315683;2,1,1;1,1,0;1,1,1/2,1,2;
"
1622,1592,"0,1592;4.09054,-1.80687,-0.466305/4.09054,-1.80687,-0.466305/4.09054,-1.80687,-0.466305;1,12,1,0;40.680445189803;1,0,1;0,1,0;3,1,2;
"
1623,1592,"0,1592;4.08946,-1.79162,-0.464714/4.08946,-1.79162,-0.464714/4.08946,-1.79162,-0.464714;1,12,1,0;40.680453984199;0,1,0;0,1,0;2,1,1;
"
1624,1592,"0,1592;4.08588,-1.79714,-0.462653/4.08588,-1.79714,-0.462653/4.08588,-1.79714,-0.462653;1,12,1,0;40.680454155852;0,1,0;0,1,0;3,1,1;
"
1625,1592,"0,1592;4.09217,-1.79031,-0.471773/4.09217,-1.79031,-0.471773/4.09217,-1.79031,-0.471773;1,12,1,0;40.680443570536;1,0,1;1,0,0;1,1,2/3,1,0;
"
1626,1592,"0,1592;4.08502,-1.78923,-0.466426/4.08502,-1.78923,-0.466426/4.08502,-1.78923,-0.466426;1,12,1,0;40.680453228922;1,0,1;1,0,0;4,1,2;
"
1627,1592,"0,1592;4.08552,-1.79167,-0.465587/4.08552,-1.79167,-0.465587/4.08552,-1.79167,-0.465587;1,12,1,0;40.680453337636;1,0,1;1,0,0;4,1,2;
"
1628,1593,"2,1593;3.18619,-2.70336,-0.435346/3.18619,-2.70336,-0.435346/3.18619,-2.70336,-0.435346;1,15,1,0;40.129732008915;0,1,0;1,0,0;1,1,1/2,1,0;
"
1629,1593,"0,1593;-0.817989,2.02664,0.636746/-0.817738,2.02687,0.637332/-0.818241,2.02641,0.636159;1,25,1,0;40.629273258754;0,3,0;0,3,0;1,1,0/1,3,0/2,1,1/2,2,1/2,5,1/3,3,0/3,4,0/3,5,0/3,7,0/4,6,0;
"
1630,1593,"0,1593;-1.20959,2.50327,0.747495/-1.20959,2.50327,0.747495/-1.20959,2.50327,0.747495;1,25,1,0;40.567899695684;0,1,0;1,0,0;2,3,0/3,2,0/4,1,1;
"
1631,1596,"2,1596;1.21222,0.754236,-1.67573/1.21222,0.754236,-1.67573/1.21222,0.754236,-1.67573;1,11,1,0;40.0722267042932;1,0,1;0,1,0;2,1,2/2,2,0/2,7,0/4,5,0;
"
1632,1596,"0,1596;0.314915,-1.47817,0.183043/0.314915,-1.47817,0.183043/0.314915,-1.47817,0.183043;1,16,1,0;40.883846317667;1,0,1;0,1,0;2,1,2/2,4,0/3,1,0;
"
1633,1596,"0,1596;0.31862,-1.47485,0.184652/0.31862,-1.47485,0.184652/0.31862,-1.47485,0.184652;1,16,1,0;40.883857910345;1,0,1;1,0,0;1,1,2;
"
1634,1600,"2,1600;-2.8909,1.36088,0.142524/-2.8909,1.36088,0.142524/-2.8909,1.36088,0.142524;1,14,1,0;40.756678342769;0,1,0;1,0,0;4,1,1;
"
1635,1601,"2,1601;0.733589,0.817391,1.53052/0.733589,0.817391,1.53052/0.733589,0.817391,1.53052;1,26,1,0;40.864990939094;1,0,1;0,1,0;2,1,2;
"
1636,1601,"0,1601;0.600795,1.0425,2.039/0.600795,1.0425,2.039/0.600795,1.0425,2.039;1,30,1,0;40.899835071169;1,0,1;0,1,0;3,1,2;
"
1637,1602,"2,1602;0.797108,1.09595,-2.0857/0.797108,1.09595,-2.0857/0.797108,1.09595,-2.0857;1,4,1,0;40.682068819336;0,1,0;0,1,0;2,1,1;
"
1638,1602,"0,1602;0.0296172,1.55978,1.27982/0.0296172,1.55978,1.27982/0.0296172,1.55978,1.27982;1,26,1,0;40.662341168403;1,0,1;1,0,0;4,1,2;
"
1639,1603,"2,1603;0.117649,-3.2327,2.17231/0.117649,-3.2327,2.17231/0.117649,-3.2327,2.17231;1,32,1,0;40.789936604141;1,0,1;1,0,0;4,1,2;
"
1640,1606,"2,1606;1.53461,-0.491798,-1.66054/1.53507,-0.491443,-1.65991/1.53415,-0.492152,-1.66117;1,4,1,0;40.958570433234;0,3,0;2,1,0;1,1,1/1,4,1/2,2,0/2,5,0/2,6,1/2,7,0/4,1,0/4,2,0/4,7,0;
"
1641,1606,"0,1606;1.53064,-0.471043,-1.67243/1.53064,-0.471043,-1.67243/1.53064,-0.471043,-1.67243;1,4,1,0;40.958561019838;0,1,0;0,1,0;2,1,1/3,2,0/3,4,0/3,5,0;
"
1642,1606,"0,1606;1.5387,-0.494692,-1.66358/1.5387,-0.494692,-1.66358/1.5387,-0.494692,-1.66358;1,4,1,0;40.95857034458;1,0,1;1,0,0;1,1,2;
"
1643,1607,"2,1607;-0.00461007,-0.804552,2.11261/-0.00461007,-0.804552,2.11261/-0.00461007,-0.804552,2.11261;1,30,1,0;40.503242817788;1,0,1;1,0,0;1,1,2/3,5,0;
"
1644,1608,"2,1608;0.55484,-1.60732,0.44533/0.55484,-1.60732,0.44533/0.55484,-1.60732,0.44533;1,22,1,0;40.004650118451;0,1,0;0,1,0;2,7,0/2,8,0/2,9,0/3,1,1;
"
1645,1608,"0,1608;0.55626,-1.60601,0.446764/0.55626,-1.60601,0.446764/0.55626,-1.60601,0.446764;1,22,1,0;40.0046501912096;0,1,0;0,1,0;2,1,0/2,3,0/2,4,0/3,1,1;
"
1646,1608,"0,1608;0.560507,-1.61293,0.462578/0.560733,-1.61265,0.462988/0.560281,-1.6132,0.462168;1,22,1,0;40.00466126506831;2,1,1;2,0,0;1,1,2/1,2,1/1,7,0/2,9,0/3,8,0;
"
1647,1608,"0,1608;0.557418,-1.60745,0.451213/0.557418,-1.60745,0.451213/0.557418,-1.60745,0.451213;1,22,1,0;40.00464942724431;0,1,0;1,0,0;4,1,1;
"
1648,1608,"0,1608;0.553815,-1.60638,0.452312/0.553815,-1.60638,0.452312/0.553815,-1.60638,0.452312;1,22,1,0;40.00465037310609;1,0,1;1,0,0;1,1,2;
"
1649,1608,"0,1608;0.560079,-1.61401,0.462399/0.560281,-1.6132,0.46263/0.559877,-1.61483,0.462168;1,22,1,0;40.00466127234417;0,1,0;1,0,0;1,1,1/1,6,0/1,10,1/2,8,0/2,10,0/3,7,0;
"
1650,1610,"2,1610;-1.09707,-0.387984,1.54032/-1.09707,-0.387984,1.54032/-1.09707,-0.387984,1.54032;1,23,1,0;40.805278355422;1,0,1;0,1,0;3,1,2;
"
1651,1610,"0,1610;-1.09294,-0.395033,1.53912/-1.09294,-0.395033,1.53912/-1.09294,-0.395033,1.53912;1,23,1,0;40.805264750613;1,0,1;1,0,0;1,1,2;
"
1652,1610,"0,1610;-1.10101,-0.3838,1.52273/-1.10101,-0.3838,1.52273/-1.10101,-0.3838,1.52273;1,23,1,0;40.805274549622;1,0,1;1,0,0;1,1,2;
"
1653,1610,"0,1610;-1.09885,-0.387429,1.52488/-1.09885,-0.387429,1.52488/-1.09885,-0.387429,1.52488;1,23,1,0;40.805275340342;1,0,1;1,0,0;1,1,2/3,10,0;
"
1654,1610,"0,1610;-1.10533,-0.378619,1.51953/-1.10533,-0.378619,1.51953/-1.10533,-0.378619,1.51953;1,23,1,0;40.805286329126;1,0,1;1,0,0;1,1,2;
"
1655,1610,"0,1610;-1.42396,-1.9391,2.45538/-1.42396,-1.9391,2.45538/-1.42396,-1.9391,2.45538;1,34,1,0;40.179265258725;1,0,1;0,1,0;3,1,2/3,2,0;
"
1656,1610,"0,1610;-1.4927,-2.25162,2.64139/-1.4927,-2.25162,2.64139/-1.4927,-2.25162,2.64139;1,34,1,0;40.219162881141;1,0,1;0,1,0;3,1,2;
"
1657,1610,"0,1610;-1.49628,-2.25319,2.64191/-1.49628,-2.25319,2.64191/-1.49628,-2.25319,2.64191;1,34,1,0;40.219160785693;1,0,1;1,0,0;1,1,2;
"
1658,1613,"2,1613;1.50458,2.603,0.450443/1.50458,2.603,0.450443/1.50458,2.603,0.450443;1,20,1,0;40.493209831281;1,0,1;1,0,0;1,1,2;
"
1659,1614,"2,1614;-0.372596,-3.31845,-0.757061/-0.372596,-3.31845,-0.757061/-0.372596,-3.31845,-0.757061;1,9,1,0;40.655351535973;1,0,1;1,0,0;1,1,2;
"
1660,1615,"2,1615;-1.81074,1.15294,2.3378/-1.81074,1.15294,2.3378/-1.81074,1.15294,2.3378;1,37,1,0;40.0546848460356;0,1,0;1,0,0;1,1,1;
"
1661,1615,"0,1615;0.238256,-0.976243,3.27359/0.238256,-0.976243,3.27359/0.238256,-0.976243,3.27359;1,41,1,0;40.093096552386;1,0,1;1,0,0;4,1,2;
"
1662,1617,"2,1617;-1.72452,2.05797,-0.0270401/-1.72452,2.05797,-0.0270401/-1.72452,2.05797,-0.0270401;1,14,1,0;40.532307178125;1,0,1;1,0,0;1,2,0/1,3,0/2,2,0/2,4,0/4,1,2;
"
1663,1618,"2,1618;-0.821244,-1.92286,1.76808/-0.821244,-1.92286,1.76808/-0.821244,-1.92286,1.76808;1,22,1,0;40.986439718046;1,0,1;1,0,0;1,1,2;
"
1664,1619,"2,1619;1.29376,-0.863793,-2.03631/1.29422,-0.86346,-2.03613/1.2933,-0.864126,-2.0365;1,4,1,0;40.518526408685;2,1,1;1,1,0;1,1,0/1,2,0/1,4,2/2,1,1/3,3,0/3,4,0/3,5,0;
"
1665,1619,"0,1619;1.33033,0.417768,0.443778/1.33033,0.417768,0.443778/1.33033,0.417768,0.443778;1,19,1,0;40.652289954675;1,0,1;1,0,0;1,1,2;
"
1666,1619,"0,1619;1.33267,0.416792,0.444137/1.33267,0.416792,0.444137/1.33267,0.416792,0.444137;1,19,1,0;40.652290793497;1,0,1;1,0,0;4,1,2;
"
1667,1619,"0,1619;1.35611,0.920755,1.45678/1.35611,0.920755,1.45678/1.35611,0.920755,1.45678;1,26,1,0;40.857865586559;0,1,0;1,0,0;4,1,1;
"
1668,1619,"0,1619;1.36609,1.04799,1.71321/1.36639,1.04903,1.71327/1.3658,1.04696,1.71315;1,27,1,0;40.421184453825;1,0,2;1,1,0;2,1,2/4,9,2;
"
1669,1619,"0,1619;1.36314,1.05266,1.71002/1.36314,1.05266,1.71002/1.36314,1.05266,1.71002;1,27,1,0;40.421185881144;1,0,1;1,0,0;1,1,2;
"
1670,1622,"2,1622;0.996239,-1.06425,-2.47154/0.996239,-1.06425,-2.47154/0.996239,-1.06425,-2.47154;1,3,1,0;40.842843852883;1,0,1;1,0,0;4,1,2;
"
1671,1623,"2,1623;-2.45477,-2.13824,1.33226/-2.45477,-2.13824,1.33226/-2.45477,-2.13824,1.33226;1,21,1,0;40.92950436115;1,0,1;1,0,0;4,1,2;
"
1672,1625,"2,1625;-0.795423,2.9267,0.210566/-0.795423,2.9267,0.210566/-0.795423,2.9267,0.210566;1,17,1,0;40.537982355928;1,0,1;1,0,0;1,1,2;
"
1673,1625,"0,1625;-1.37833,1.02487,2.8929/-1.37833,1.02487,2.8929/-1.37833,1.02487,2.8929;1,39,1,0;40.404668521138;1,0,1;0,1,0;3,1,2;
"
1674,1625,"0,1625;-1.37453,1.02898,2.88873/-1.37453,1.02898,2.88873/-1.37453,1.02898,2.88873;1,39,1,0;40.404637435172;1,0,1;1,0,0;1,1,2;
"
1675,1625,"0,1625;-1.36913,1.02704,2.89421/-1.36913,1.02704,2.89421/-1.36913,1.02704,2.89421;1,39,1,0;40.404639886846;1,0,1;1,0,0;4,1,2;
"
1676,1625,"0,1625;-1.38567,1.0271,2.89301/-1.38567,1.0271,2.89301/-1.38567,1.0271,2.89301;1,39,1,0;40.404667719629;1,0,1;1,0,0;1,1,0/3,3,0/4,1,2;
"
1677,1626,"2,1626;0.371259,-2.68734,-1.63525/0.371259,-2.68734,-1.63525/0.371259,-2.68734,-1.63525;1,8,1,0;40.295796972942;1,0,1;1,0,0;4,1,2;
"
1678,1626,"0,1626;2.03047,-1.01555,0.356864/2.03047,-1.01555,0.356864/2.03047,-1.01555,0.356864;1,19,1,0;40.482932188486;0,1,0;0,1,0;2,1,1;
"
1679,1627,"2,1627;-1.05912,0.815201,-3.95554/-1.05912,0.815201,-3.95554/-1.05912,0.815201,-3.95554;1,1,1,0;40.536926108838;0,1,0;1,0,0;1,1,1/2,3,0;
"
1680,1628,"2,1628;-1.37808,-0.295587,2.26247/-1.37808,-0.295587,2.26247/-1.37808,-0.295587,2.26247;1,31,1,0;40.91697936082;1,0,1;1,0,0;2,1,0/4,1,2;
"
1681,1628,"0,1628;-1.37988,-0.295062,2.27261/-1.37988,-0.295062,2.27261/-1.37988,-0.295062,2.27261;1,31,1,0;40.916980021767;1,0,1;1,0,0;4,1,2;
"
1682,1629,"2,1629;0.0953174,1.75785,-0.858864/0.0953174,1.75785,-0.858864/0.0953174,1.75785,-0.858864;1,7,1,0;40.935919766287;1,0,1;0,1,0;1,3,0/2,1,2/2,6,0/2,8,0;
"
1683,1629,"0,1629;0.09973,1.75605,-0.857659/0.09973,1.75605,-0.857659/0.09973,1.75605,-0.857659;1,7,1,0;40.935919889014;0,1,0;1,0,0;1,1,1/1,10,0/2,3,0/2,7,0/3,3,0/3,4,0/3,5,0/4,5,0;
"
1684,1629,"0,1629;0.096734,1.758,-0.865166/0.096734,1.758,-0.865166/0.096734,1.758,-0.865166;1,7,1,0;40.935920262308;1,0,1;1,0,0;4,1,2;
"
1685,1631,"2,1631;0.114676,-2.77585,0.322278/0.114676,-2.77585,0.322278/0.114676,-2.77585,0.322278;1,18,1,0;40.326015653552;0,1,0;0,1,0;2,1,1;
"
1686,1631,"0,1631;0.141158,-2.64972,0.521787/0.141158,-2.64972,0.521787/0.141158,-2.64972,0.521787;1,18,1,0;40.32792524878;1,0,1;1,0,0;1,1,2;
"
1687,1631,"0,1631;0.141569,-2.64801,0.525045/0.141569,-2.64801,0.525045/0.141569,-2.64801,0.525045;1,18,1,0;40.327937391372;1,0,1;1,0,0;1,1,2;
"
1688,1634,"2,1634;1.02928,0.739029,-2.22408/1.02928,0.739029,-2.22408/1.02928,0.739029,-2.22408;1,4,1,0;40.440354666602;0,1,0;1,0,0;3,1,0/4,1,1;
"
1689,1634,"0,1634;-1.94644,2.30553,1.99495/-1.94644,2.30553,1.99495/-1.94644,2.30553,1.99495;1,29,1,0;40.751250365296;1,0,1;1,0,0;3,8,0/4,1,2;
"
1690,1636,"2,1636;2.66996,-0.742871,-2.40542/2.66996,-0.742871,-2.40542/2.66996,-0.742871,-2.40542;1,3,1,0;40.818818723631;1,0,1;1,0,0;1,1,2;
"
1691,1638,"2,1638;1.04483,1.35876,-0.0693537/1.04483,1.35876,-0.0693537/1.04483,1.35876,-0.0693537;1,13,1,0;40.840337068209;1,0,1;1,0,0;3,8,0/4,1,2;
"
1692,1638,"0,1638;1.04513,1.35995,-0.0718557/1.04513,1.35995,-0.0718557/1.04513,1.35995,-0.0718557;1,13,1,0;40.840337135914;1,0,1;1,0,0;4,1,2;
"
1693,1638,"0,1638;-0.246145,-1.10954,0.209038/-0.246145,-1.10954,0.209038/-0.246145,-1.10954,0.209038;1,16,1,0;40.853335362554;1,0,1;0,1,0;3,1,2;
"
1694,1638,"0,1638;-0.254196,-1.11701,0.200376/-0.254196,-1.11701,0.200376/-0.254196,-1.11701,0.200376;1,16,1,0;40.85332184781;1,0,1;1,0,0;2,2,0/2,3,0/2,4,0/2,5,0/4,1,2;
"
1695,1638,"0,1638;-0.250618,-1.11447,0.204698/-0.250618,-1.11447,0.204698/-0.250618,-1.11447,0.204698;1,16,1,0;40.853322504125;1,0,1;1,0,0;1,1,2/2,10,0;
"
1696,1638,"0,1638;-1.05958,-2.75363,0.369424/-1.05958,-2.75363,0.369424/-1.05958,-2.75363,0.369424;1,18,1,0;40.337922835606;1,0,1;1,0,0;1,1,2;
"
1697,1645,"2,1645;-2.64315,1.18447,-2.38924/-2.64315,1.18447,-2.38924/-2.64315,1.18447,-2.38924;1,6,1,0;40.246494759366;1,0,1;1,0,0;4,1,2;
"
1698,1645,"0,1645;-2.64477,1.1864,-2.38866/-2.64477,1.1864,-2.38866/-2.64477,1.1864,-2.38866;1,6,1,0;40.246495376891;0,1,0;1,0,0;4,1,1;
"
1699,1646,"2,1646;2.14663,1.35308,-1.63566/2.14663,1.35308,-1.63566/2.14663,1.35308,-1.63566;1,11,1,0;40.128089287431;1,0,1;1,0,0;1,2,0/2,1,0/2,3,0/4,1,2;
"
1700,1647,"2,1647;1.36693,1.05091,1.74519/1.36726,1.05154,1.74602/1.36659,1.05028,1.74435;1,27,1,0;40.42123374698;2,2,1;1,2,0;1,9,2/3,1,1/3,7,0/3,8,0/3,9,1;
"
1701,1647,"0,1647;1.36244,1.05387,1.74609/1.36244,1.05387,1.74609/1.36244,1.05387,1.74609;1,27,1,0;40.421235386094;1,0,1;0,1,0;2,1,0/3,1,2;
"
1702,1647,"0,1647;1.35483,1.06595,1.74133/1.35483,1.06595,1.74133/1.35483,1.06595,1.74133;1,27,1,0;40.421222079797;1,0,1;1,0,0;1,1,2;
"
1703,1647,"0,1647;1.3669,1.0512,1.74639/1.36726,1.05154,1.74681/1.36654,1.05085,1.74597;1,27,1,0;40.421233820648;1,0,1;1,0,0;1,1,2/2,8,0/3,1,1/3,6,0/4,4,2;
"
1704,1649,"2,1649;-2.348,-2.97898,-0.112737/-2.348,-2.97898,-0.112737/-2.348,-2.97898,-0.112737;1,10,1,0;40.946871682909;1,0,1;1,0,0;4,1,2;
"
1705,1650,"2,1650;0.473176,-1.36922,-2.42684/0.473176,-1.36922,-2.42684/0.473176,-1.36922,-2.42684;1,3,1,0;40.854705460656;1,0,1;0,1,0;3,1,2/3,2,0;
"
1706,1650,"0,1650;0.459404,-1.35922,-2.44195/0.459404,-1.35922,-2.44195/0.459404,-1.35922,-2.44195;1,3,1,0;40.854762182812;1,0,1;1,0,0;4,1,2;
"
1707,1650,"0,1650;0.455553,-1.35591,-2.44902/0.455553,-1.35591,-2.44902/0.455553,-1.35591,-2.44902;1,3,1,0;40.854768976898;1,0,1;1,0,0;1,1,2;
"
1708,1650,"0,1650;0.445224,-1.35927,-2.44468/0.445224,-1.35927,-2.44468/0.445224,-1.35927,-2.44468;1,3,1,0;40.85476935972;1,0,1;1,0,0;4,1,2;
"
1709,1650,"0,1650;-1.88338,-0.00671669,-1.69473/-1.8829,-0.00659773,-1.6943/-1.88386,-0.00683565,-1.69517;1,6,1,0;40.792032599458;2,3,1;2,2,0;1,1,2/2,7,1/2,8,1/4,7,1;
"
1710,1651,"2,1651;2.36109,-3.42909,0.129067/2.36109,-3.42909,0.129067/2.36109,-3.42909,0.129067;1,15,1,0;40.866339419656;1,0,1;1,0,0;1,1,2;
"
1711,1651,"0,1651;-0.144693,1.7178,0.0655295/-0.144693,1.7178,0.0655295/-0.144693,1.7178,0.0655295;1,17,1,0;40.636113966004;1,0,1;0,1,0;2,1,2;
"
1712,1651,"0,1651;-0.145707,1.71858,0.0665167/-0.145707,1.71858,0.0665167/-0.145707,1.71858,0.0665167;1,17,1,0;40.636114782019;0,1,0;1,0,0;1,1,1;
"
1713,1652,"2,1652;-1.1833,-1.95822,1.0445/-1.18298,-1.95813,1.04476/-1.18363,-1.95831,1.04425;1,23,1,0;40.342956418795;0,1,0;0,1,0;2,4,0/3,1,1/3,3,3;
"
1714,1653,"2,1653;-1.60863,-2.82869,1.69654/-1.60863,-2.82869,1.69654/-1.60863,-2.82869,1.69654;1,32,1,0;40.0911771140398;1,0,1;1,0,0;1,1,2;
"
1715,1654,"2,1654;1.25306,2.88667,1.09927/1.25306,2.88667,1.09927/1.25306,2.88667,1.09927;1,26,1,0;40.433191256268;0,1,0;1,0,0;1,1,1/1,4,0/2,1,0/2,2,0;
"
1716,1655,"2,1655;0.750879,1.27204,-2.45088/0.750879,1.27204,-2.45088/0.750879,1.27204,-2.45088;1,4,1,0;40.384934819489;1,0,1;1,0,0;4,1,2;
"
1717,1655,"0,1655;-0.715473,2.75416,-0.784112/-0.715473,2.75416,-0.784112/-0.715473,2.75416,-0.784112;1,13,1,0;40.313176718455;1,0,1;1,0,0;1,1,2;
"
1718,1658,"2,1658;0.53824,1.75271,0.80498/0.53824,1.75271,0.80498/0.53824,1.75271,0.80498;1,25,1,0;40.670906502079;0,1,0;0,1,0;2,1,1/3,1,0;
"
1719,1658,"0,1658;0.538311,1.75199,0.803788/0.538311,1.75199,0.803788/0.538311,1.75199,0.803788;1,25,1,0;40.670906596374;1,0,1;1,0,0;1,1,2;
"
1720,1658,"0,1658;-0.748303,-0.611793,1.6252/-0.748201,-0.611734,1.62527/-0.748404,-0.611852,1.62513;1,30,1,0;40.215802765341;0,2,0;1,1,0;1,1,1/2,2,1/2,3,0;
"
1721,1658,"0,1658;-0.751968,-0.611599,1.62582/-0.751968,-0.611599,1.62582/-0.751968,-0.611599,1.62582;1,30,1,0;40.215803944031;0,1,0;0,1,0;2,1,1/3,2,0;
"
1722,1658,"0,1658;-0.75351,-0.605037,1.62228/-0.75351,-0.605037,1.62228/-0.75351,-0.605037,1.62228;1,30,1,0;40.215805346768;1,0,1;0,1,0;1,10,0/2,1,2/2,9,0/2,10,0;
"
1723,1658,"0,1658;-0.755176,-0.612002,1.63021/-0.755176,-0.612002,1.63021/-0.755176,-0.612002,1.63021;1,30,1,0;40.215822247809;1,0,1;1,0,0;1,1,2;
"
1724,1658,"0,1658;-0.755011,-0.606261,1.63266/-0.755011,-0.606261,1.63266/-0.755011,-0.606261,1.63266;1,30,1,0;40.21582272513;1,0,1;1,0,0;4,1,2;
"
1725,1658,"0,1658;-0.758596,-0.604269,1.63146/-0.758596,-0.604269,1.63146/-0.758596,-0.604269,1.63146;1,30,1,0;40.215823816148;1,0,1;1,0,0;1,1,2;
"
1726,1658,"0,1658;-1.22469,-1.52091,1.92502/-1.22469,-1.52091,1.92502/-1.22469,-1.52091,1.92502;1,30,1,0;40.380786234468;0,1,0;1,0,0;1,1,1;
"
1727,1660,"2,1660;-2.63745,2.06602,2.52588/-2.63745,2.06602,2.52588/-2.63745,2.06602,2.52588;1,37,1,0;40.46391825407;1,0,1;1,0,0;1,1,2;
"
1728,1662,"2,1662;-1.30374,0.308424,0.440348/-1.30289,0.308517,0.440522/-1.30459,0.30833,0.440174;1,17,1,0;40.70395420269;2,1,1;0,2,1;2,6,1/3,1,2;
"
1729,1663,"2,1663;-1.55511,-2.35019,-0.103326/-1.55456,-2.34988,-0.103054/-1.55565,-2.35049,-0.103598;1,10,1,0;40.914605225595;0,4,0;2,2,0;1,3,0/1,4,1/1,5,0/2,3,0/2,5,0/2,6,1/2,7,1/3,4,0/4,1,1/4,6,0;
"
1730,1663,"0,1663;-1.5517,-2.35056,-0.0956617/-1.55166,-2.34998,-0.0949197/-1.55174,-2.35114,-0.0964038;1,10,1,0;40.914604949846;1,0,2;1,1,0;1,3,0/1,7,2/1,9,0/2,1,2/2,3,0/2,10,0/3,10,0/4,5,0/4,6,0;
"
1731,1663,"0,1663;-1.55041,-2.35281,-0.0898105/-1.55027,-2.35278,-0.089544/-1.55054,-2.35283,-0.090077;1,10,1,0;40.914614811907;0,2,0;1,1,0;2,7,0/3,3,1/3,5,0/4,1,1/4,2,0/4,5,0;
"
1732,1663,"0,1663;-1.55429,-2.34524,-0.104306/-1.55429,-2.34524,-0.104306/-1.55429,-2.34524,-0.104306;1,10,1,0;40.914604560554;1,0,1;0,1,0;3,1,2;
"
1733,1663,"0,1663;-1.55642,-2.3499,-0.103341/-1.55538,-2.34969,-0.103084/-1.55746,-2.35012,-0.103598;1,10,1,0;40.914605252629;1,0,1;1,0,0;1,10,2/2,1,1/2,2,1/4,1,0;
"
1734,1663,"0,1663;-1.55203,-2.35518,-0.098496/-1.55203,-2.35518,-0.098496/-1.55203,-2.35518,-0.098496;1,10,1,0;40.914605701396;1,0,1;1,0,0;1,1,2;
"
1735,1663,"0,1663;-1.55243,-2.35097,-0.0915389/-1.55243,-2.35097,-0.0915389/-1.55243,-2.35097,-0.0915389;1,10,1,0;40.914614882196;1,0,1;1,0,0;2,5,0/3,2,0/4,1,2;
