,PartNumber,Info
0,1,"2,1;1.09313,0.171146,-1.15961/1.09313,0.171146,-1.15961/1.09313,0.171146,-1.15961;1,11,1,0;40.737890174766;0,0,0;0,0,0;3,1,3;
"
6800,6635,"2,6635;1.79078,-0.678813,2.64296/1.79078,-0.678813,2.64296/1.79078,-0.678813,2.64296;1,34,1,0;40.658810509169;0,1,0;0,1,0;2,1,1;
"
6801,6635,"0,6635;1.74819,-0.3945,2.63041/1.74819,-0.3945,2.63041/1.74819,-0.3945,2.63041;1,34,1,0;40.769780027889;0,1,0;1,0,0;4,1,1;
"
6802,6636,"2,6636;-2.29482,-3.70981,0.704914/-2.29482,-3.70981,0.704914/-2.29482,-3.70981,0.704914;1,18,1,0;40.743279831998;0,1,0;1,0,0;1,1,1;
"
6803,6636,"0,6636;-1.8689,-3.42645,1.74339/-1.8689,-3.42645,1.74339/-1.8689,-3.42645,1.74339;1,32,1,0;40.0279346058771;1,0,1;1,0,0;2,7,0/3,9,0/4,1,2/4,9,0;
"
6804,6638,"2,6638;2.79651,3.212,0.792738/2.79651,3.212,0.792738/2.79651,3.212,0.792738;1,20,1,0;40.635372567055;1,0,1;1,0,0;4,1,2;
"
6805,6641,"2,6641;1.25414,3.40508,0.39705/1.25414,3.40508,0.39705/1.25414,3.40508,0.39705;1,20,1,0;40.577170010384;1,0,1;1,0,0;4,1,2;
"
6806,6642,"2,6642;0.128632,3.77607,0.351669/0.128632,3.77607,0.351669/0.128632,3.77607,0.351669;1,25,1,0;40.259293129313;1,0,1;1,0,0;4,1,2;
"
6807,6644,"2,6644;-3.47397,-0.371898,0.748275/-3.47397,-0.371898,0.748275/-3.47397,-0.371898,0.748275;1,21,1,0;40.384267153567;1,0,1;0,1,0;3,1,2;
"
6808,6644,"0,6644;1.00471,0.830751,3.04305/1.00471,0.830751,3.04305/1.00471,0.830751,3.04305;1,39,1,0;40.26426251768;1,0,1;0,1,0;3,1,2;
"
6809,6645,"2,6645;-1.88194,1.83019,-1.94358/-1.88159,1.83058,-1.94332/-1.88229,1.8298,-1.94385;1,6,1,0;40.453196517157;0,2,0;0,2,1;2,1,1/2,9,0/3,1,0/3,6,0/3,9,1/4,7,0;
"
6810,6645,"0,6645;-1.88399,1.83015,-1.94688/-1.88377,1.83117,-1.9467/-1.88422,1.82913,-1.94706;1,6,1,0;40.453187999228;0,2,0;1,1,0;1,3,1/3,1,1;
"
6811,6645,"0,6645;-1.88448,1.83275,-1.94683/-1.88448,1.83275,-1.94683/-1.88448,1.83275,-1.94683;1,6,1,0;40.453188577545;1,0,1;0,1,0;3,1,2;
"
6812,6645,"0,6645;-1.88169,1.82622,-1.94562/-1.88169,1.82622,-1.94562/-1.88169,1.82622,-1.94562;1,6,1,0;40.453196379929;1,0,1;0,1,0;2,1,2;
"
6813,6645,"0,6645;-1.88123,1.83086,-1.94284/-1.88086,1.83115,-1.94235/-1.88159,1.83058,-1.94332;1,6,1,0;40.453196556365;0,2,0;2,0,0;1,5,1/1,7,0/2,1,0/3,1,1/3,4,0/4,6,1;
"
6814,6645,"0,6645;-1.88865,1.82834,-1.9398/-1.88865,1.82834,-1.9398/-1.88865,1.82834,-1.9398;1,6,1,0;40.453196968048;1,0,1;1,0,0;1,1,2;
"
6815,6647,"2,6647;-1.90422,-3.44612,-1.38204/-1.90422,-3.44612,-1.38204/-1.90422,-3.44612,-1.38204;1,9,1,0;40.255772522698;0,1,0;0,1,0;2,1,1/2,8,0/2,10,0/3,4,0;
"
6816,6649,"2,6649;0.433282,-2.58912,0.903114/0.434188,-2.5887,0.90334/0.432375,-2.58955,0.902888;1,18,1,0;40.606120675466;2,1,1;2,0,0;1,8,2/3,3,0/4,1,1;
"
6817,6649,"0,6649;0.425561,-2.60419,0.901502/0.425561,-2.60419,0.901502/0.425561,-2.60419,0.901502;1,18,1,0;40.606107584343;1,0,1;1,0,0;4,1,2;
"
6818,6649,"0,6649;0.431759,-2.58878,0.90282/0.432375,-2.5887,0.902888/0.431144,-2.58885,0.902752;1,18,1,0;40.606120724287;1,0,1;1,0,0;1,1,2/1,4,2;
"
6819,6649,"0,6649;2.66044,-0.127355,0.686356/2.66055,-0.12712,0.686402/2.66033,-0.12759,0.68631;1,20,1,0;40.950947131085;0,3,0;1,2,0;2,1,0/2,2,0/2,3,0/2,5,0/2,6,0/3,1,1/3,2,1/3,4,0/4,1,1;
"
6820,6649,"0,6649;2.66251,-0.132778,0.682397/2.66251,-0.132778,0.682397/2.66251,-0.132778,0.682397;1,20,1,0;40.950935633441;1,0,1;1,0,0;4,1,2;
"
6821,6649,"0,6649;2.66046,-0.135783,0.682241/2.66046,-0.135783,0.682241/2.66046,-0.135783,0.682241;1,20,1,0;40.950936501187;1,0,1;1,0,0;4,1,2;
"
6822,6655,"2,6655;-1.75526,-3.09092,1.87582/-1.75526,-3.09092,1.87582/-1.75526,-3.09092,1.87582;1,32,1,0;40.454192113137;1,0,1;1,0,0;3,2,0/4,1,2;
"
6823,6656,"2,6656;0.984563,-2.40106,2.25986/0.984563,-2.40106,2.25986/0.984563,-2.40106,2.25986;1,33,1,0;40.657804918814;1,0,1;0,1,0;3,1,2;
"
6824,6656,"0,6656;0.984004,-2.40237,2.25521/0.984004,-2.40237,2.25521/0.984004,-2.40237,2.25521;1,33,1,0;40.657805155799;1,0,1;1,0,0;1,1,2;
"
6825,6657,"2,6657;0.0839519,-2.37851,-0.48203/0.0839519,-2.37851,-0.48203/0.0839519,-2.37851,-0.48203;1,15,1,0;40.118323589055;1,0,1;1,0,0;1,1,2/3,3,0/3,4,0;
"
6826,6660,"2,6660;1.10759,1.40474,-2.94882/1.10759,1.40474,-2.94882/1.10759,1.40474,-2.94882;1,2,1,0;40.666166953824;0,1,0;1,0,0;1,1,1/2,1,0;
"
6827,6664,"2,6664;-3.04219,0.829283,-1.76944/-3.04219,0.829283,-1.76944/-3.04219,0.829283,-1.76944;1,6,1,0;40.720155920255;0,1,0;0,1,0;2,1,1/3,1,0;
"
6828,6665,"2,6665;3.91477,0.356842,-0.78799/3.91477,0.356842,-0.78799/3.91477,0.356842,-0.78799;1,12,1,0;40.413274782229;1,0,1;1,0,0;4,1,2;
"
6829,6667,"2,6667;-1.50392,0.758661,0.514907/-1.50373,0.758763,0.515138/-1.50411,0.758558,0.514677;1,17,1,0;40.802891638699;2,2,1;0,3,0;1,5,0/3,1,2/3,2,1/3,3,1/3,10,0;
"
6830,6667,"0,6667;-1.50435,0.754299,0.524136/-1.50435,0.754299,0.524136/-1.50435,0.754299,0.524136;1,17,1,0;40.802889943897;0,1,0;1,0,0;1,1,1;
"
6831,6667,"0,6667;-1.50457,0.763396,0.519288/-1.50457,0.763396,0.519288/-1.50457,0.763396,0.519288;1,17,1,0;40.802890620423;1,0,1;1,0,0;2,5,0/3,2,0/3,3,0/4,1,2;
"
6832,6667,"0,6667;-1.50426,0.760001,0.517023/-1.50426,0.760001,0.517023/-1.50426,0.760001,0.517023;1,17,1,0;40.802890738989;0,1,0;1,0,0;1,1,1/3,4,0/4,3,0/4,6,0/4,9,0;
"
6833,6667,"0,6667;-1.4963,0.764665,0.538634/-1.4963,0.764665,0.538634/-1.4963,0.764665,0.538634;1,17,1,0;40.802900259172;1,0,1;1,0,0;1,10,0/2,10,0/4,1,2;
"
6834,6667,"0,6667;0.512427,-0.881043,1.63845/0.512427,-0.881043,1.63845/0.512427,-0.881043,1.63845;1,27,1,0;40.782235448712;1,0,1;1,0,0;4,1,2;
"
6835,6668,"2,6668;-0.164335,3.14228,-2.72978/-0.164335,3.14228,-2.72978/-0.164335,3.14228,-2.72978;1,4,1,0;40.186837896977;1,0,1;0,1,0;2,1,2;
"
6836,6670,"2,6670;3.27514,2.1779,0.42092/3.27582,2.17807,0.421434/3.27447,2.17773,0.420406;1,20,1,0;40.470051761092;0,2,0;1,1,0;1,5,1/2,1,1/2,3,0/2,7,0/2,8,0/2,9,0/3,8,0/3,9,0/3,10,0/4,7,0/4,9,0;
"
6837,6670,"0,6670;3.27537,2.17512,0.417592/3.27537,2.17512,0.417592/3.27537,2.17512,0.417592;1,20,1,0;40.470051659855;1,0,1;1,0,0;4,1,2;
"
6838,6671,"2,6671;2.85385,-0.878738,-0.474103/2.85385,-0.878738,-0.474103/2.85385,-0.878738,-0.474103;1,12,1,0;40.750833751024;1,0,1;0,1,0;2,1,2;
"
6839,6672,"2,6672;-2.25614,1.15693,1.372/-2.25614,1.15693,1.372/-2.25614,1.15693,1.372;1,24,1,0;40.568905659039;0,1,0;0,1,0;2,1,1;
"
6840,6672,"0,6672;-2.46378,2.49067,1.03974/-2.46378,2.49067,1.03974/-2.46378,2.49067,1.03974;1,24,1,0;40.404910404834;1,0,1;1,0,0;4,1,2;
"
6841,6673,"2,6673;0.59428,-1.57315,2.0407/0.59428,-1.57315,2.0407/0.59428,-1.57315,2.0407;1,30,1,0;40.351135788904;1,0,1;0,1,0;3,1,2;
"
6842,6674,"2,6674;1.03494,0.717945,-1.11345/1.03494,0.717945,-1.11345/1.03494,0.717945,-1.11345;1,11,1,0;40.812240974444;1,0,1;1,0,0;4,1,2;
"
6843,6675,"2,6675;-3.27283,1.07525,2.05999/-3.27283,1.07525,2.05999/-3.27283,1.07525,2.05999;1,29,1,0;40.966272088248;1,0,1;1,0,0;2,4,0/3,4,0/4,1,2;
"
6844,6676,"2,6676;-0.164234,1.99678,2.42262/-0.164234,1.99678,2.42262/-0.164234,1.99678,2.42262;1,31,1,0;40.508670350346;1,0,1;0,1,0;2,1,2;
"
6845,6676,"0,6676;-0.171759,1.99855,2.41738/-0.171759,1.99855,2.41738/-0.171759,1.99855,2.41738;1,31,1,0;40.508669028452;1,0,1;1,0,0;4,1,2;
"
6846,6677,"2,6677;1.81345,1.52217,2.92556/1.81345,1.52217,2.92556/1.81345,1.52217,2.92556;1,39,1,0;40.546196903976;1,0,1;1,0,0;1,1,2;
"
6847,6680,"2,6680;-1.28204,-0.227482,-0.189459/-1.28193,-0.227281,-0.189366/-1.28215,-0.227684,-0.189551;1,16,1,0;40.479305477423;2,1,1;1,1,0;1,1,1/2,2,2;
"
6848,6682,"2,6682;1.14111,-3.20413,-0.161293/1.14111,-3.20413,-0.161293/1.14111,-3.20413,-0.161293;1,15,1,0;40.345134497825;1,0,1;0,1,0;1,3,0/2,1,2/2,2,0/2,7,0/2,9,0/4,2,0;
"
6849,6684,"2,6684;2.26294,0.359964,-1.49601/2.26294,0.359964,-1.49601/2.26294,0.359964,-1.49601;1,11,1,0;40.374556944425;1,0,1;1,0,0;1,1,2;
"
6850,6685,"2,6685;-1.35544,-2.94693,2.29518/-1.35544,-2.94693,2.29518/-1.35544,-2.94693,2.29518;1,32,1,0;40.854255024301;0,1,0;0,1,0;3,1,1;
"
6851,6685,"0,6685;-1.35118,-2.9481,2.29661/-1.35118,-2.9481,2.29661/-1.35118,-2.9481,2.29661;1,32,1,0;40.854255244617;1,0,1;1,0,0;1,1,2;
"
6852,6688,"2,6688;-2.56197,3.70239,-0.476092/-2.56113,3.70309,-0.475348/-2.56282,3.70169,-0.476835;1,14,1,0;40.169559761086;2,1,2;2,1,0;1,1,1/1,7,2/2,1,0/2,4,0/2,5,0/3,6,2;
"
6853,6688,"0,6688;-2.56661,3.70292,-0.474571/-2.56661,3.70292,-0.474571/-2.56661,3.70292,-0.474571;1,14,1,0;40.169571037111;0,1,0;1,0,0;4,1,1;
"
6854,6688,"0,6688;-2.56645,3.69663,-0.472901/-2.56645,3.69663,-0.472901/-2.56645,3.69663,-0.472901;1,14,1,0;40.169571935746;1,0,1;1,0,0;1,1,2;
"
6855,6688,"0,6688;-2.57959,3.70092,-0.481839/-2.57959,3.70092,-0.481839/-2.57959,3.70092,-0.481839;1,14,1,0;40.169581537602;1,0,1;1,0,0;4,1,2;
"
6856,6689,"2,6689;0.432526,-1.1093,-2.93086/0.432526,-1.1093,-2.93086/0.432526,-1.1093,-2.93086;1,3,1,0;40.338160454873;0,1,0;0,1,0;3,1,1;
"
6857,6690,"2,6690;2.00196,2.76869,1.80121/2.00196,2.76869,1.80121/2.00196,2.76869,1.80121;1,28,1,0;40.335653334586;1,0,1;1,0,0;4,1,2;
"
6858,6691,"2,6691;2.99619,-2.96098,-1.7377/2.99619,-2.96098,-1.7377/2.99619,-2.96098,-1.7377;1,8,1,0;40.318449862495;1,0,1;0,1,0;3,1,2;
"
6859,6691,"0,6691;2.99344,-2.96111,-1.73321/2.99344,-2.96111,-1.73321/2.99344,-2.96111,-1.73321;1,8,1,0;40.318450031244;1,0,1;0,1,0;2,1,2;
"
6860,6694,"2,6694;1.3794,0.868375,-1.25931/1.37963,0.869085,-1.25914/1.37918,0.867665,-1.25948;1,11,1,0;40.327395972087;2,1,1;1,1,0;1,10,0/2,1,2/2,9,0/2,10,0/3,8,0/4,2,1;
"
6861,6694,"0,6694;1.37574,0.865849,-1.25374/1.37574,0.865849,-1.25374/1.37574,0.865849,-1.25374;1,11,1,0;40.327396830356;1,0,1;1,0,0;1,1,2/1,6,0/2,5,0;
"
6862,6694,"0,6694;1.37464,0.872977,-1.26243/1.37464,0.872977,-1.26243/1.37464,0.872977,-1.26243;1,11,1,0;40.327405304331;1,0,1;1,0,0;1,1,2/1,8,0;
"
6863,6694,"0,6694;1.38242,0.872973,-1.25764/1.38242,0.872973,-1.25764/1.38242,0.872973,-1.25764;1,11,1,0;40.327406700448;1,0,1;1,0,0;4,1,2;
"
6864,6694,"0,6694;1.38155,0.873054,-1.25486/1.38155,0.873054,-1.25486/1.38155,0.873054,-1.25486;1,11,1,0;40.327406809162;1,0,1;1,0,0;4,1,2;
"
6865,6694,"0,6694;1.4828,0.300697,-0.486821/1.4828,0.300697,-0.486821/1.4828,0.300697,-0.486821;1,12,1,0;40.829943228373;0,1,0;1,0,0;4,1,1;
"
6866,6696,"2,6696;-2.29583,-0.414453,-1.48534/-2.2955,-0.414363,-1.48497/-2.29617,-0.414543,-1.48571;1,6,1,0;40.969717540955;2,1,2;1,2,1;1,2,2/2,1,1/3,5,2;
"
6867,6696,"0,6696;-2.29543,-0.414055,-1.48074/-2.29534,-0.413879,-1.48014/-2.29552,-0.414232,-1.48134;1,6,1,0;40.969717393925;2,1,1;0,2,0;2,3,0/2,4,0/3,1,2/3,3,0/3,6,0/3,8,1;
"
6868,6696,"0,6696;-2.28935,-0.426242,-1.46849/-2.28889,-0.426236,-1.4684/-2.28981,-0.426248,-1.46858;1,6,1,0;40.968841091118;1,0,2;1,1,0;1,1,2/2,4,2;
"
6869,6696,"0,6696;-2.28817,-0.427598,-1.46905/-2.28817,-0.427598,-1.46905/-2.28817,-0.427598,-1.46905;1,6,1,0;40.968841154831;1,0,1;0,1,0;2,1,2;
"
6870,6697,"2,6697;-1.7873,-3.7969,-1.37117/-1.78685,-3.79684,-1.3708/-1.78775,-3.79696,-1.37155;1,9,1,0;40.264730728971;2,1,1;0,2,1;2,1,1/3,4,2;
"
6871,6698,"2,6698;-2.24297,-1.79352,-1.15209/-2.24297,-1.79352,-1.15209/-2.24297,-1.79352,-1.15209;1,9,1,0;40.413418458491;1,0,1;1,0,0;4,1,2;
"
6872,6704,"2,6704;-2.55401,0.257449,2.89376/-2.55401,0.257449,2.89376/-2.55401,0.257449,2.89376;1,37,1,0;40.938547120018;1,0,1;1,0,0;4,1,2;
"
6873,6704,"0,6704;-0.846827,-2.22762,3.58725/-0.846827,-2.22762,3.58725/-0.846827,-2.22762,3.58725;1,43,1,0;40.811722134398;0,1,0;0,1,0;3,1,1;
"
6874,6705,"2,6705;-3.01327,0.24587,2.9693/-3.01327,0.24587,2.9693/-3.01327,0.24587,2.9693;1,37,1,0;40.932434529167;1,0,1;1,0,0;4,1,2;
"
6875,6708,"2,6708;-0.275343,-1.18072,0.496254/-0.275343,-1.18072,0.496254/-0.275343,-1.18072,0.496254;1,23,1,0;40.0316999803429;0,1,0;0,1,0;2,1,1;
"
6876,6709,"2,6709;-1.52028,-0.278903,-2.73061/-1.52025,-0.278819,-2.73052/-1.52032,-0.278986,-2.73071;1,2,1,0;40.926421147268;2,1,1;1,1,0;1,2,1/2,7,0/3,1,2;
"
6877,6709,"0,6709;-1.52159,-0.284218,-2.72317/-1.52101,-0.283697,-2.72304/-1.52217,-0.284739,-2.72331;1,2,1,0;40.92642140832;1,0,2;1,1,0;2,1,2/2,9,0/3,9,0/4,3,2;
"
6878,6712,"2,6712;0.321165,0.17539,1.99312/0.321165,0.17539,1.99312/0.321165,0.17539,1.99312;1,30,1,0;40.752493600009;1,0,1;1,0,0;4,1,2;
"
6879,6716,"2,6716;0.12351,1.67847,2.98714/0.12351,1.67847,2.98714/0.12351,1.67847,2.98714;1,39,1,0;40.725579836555;1,0,1;0,1,0;3,1,2;
"
6880,6717,"2,6717;3.21641,-0.645089,1.13799/3.21644,-0.644478,1.13848/3.21638,-0.6457,1.13749;1,27,1,0;40.12856198064;2,1,1;1,1,0;1,1,1/2,4,2;
"
6881,6721,"2,6721;0.0621905,2.2281,1.68215/0.0621905,2.2281,1.68215/0.0621905,2.2281,1.68215;1,30,1,0;40.112968650761;1,0,1;1,0,0;1,1,2;
"
6882,6722,"2,6722;-0.492629,1.21261,3.65469/-0.492629,1.21261,3.65469/-0.492629,1.21261,3.65469;1,45,1,0;40.164925327065;1,0,1;0,1,0;3,1,2;
"
6883,6724,"2,6724;0.873133,-1.92576,-0.749921/0.873133,-1.92576,-0.749921/0.873133,-1.92576,-0.749921;1,9,1,0;40.514950603186;0,1,0;0,1,0;3,1,1/3,6,0/3,7,0/4,9,0;
"
6884,6724,"0,6724;0.872149,-1.92411,-0.746111/0.872149,-1.92411,-0.746111/0.872149,-1.92411,-0.746111;1,9,1,0;40.514960584197;1,0,1;1,0,0;4,1,2;
"
6885,6724,"0,6724;-0.16226,1.1711,-0.0244613/-0.16226,1.1711,-0.0244613/-0.16226,1.1711,-0.0244613;1,13,1,0;40.90571085736;0,1,0;0,1,0;2,1,1;
"
6886,6724,"0,6724;-0.176124,1.17417,-0.028579/-0.176124,1.17417,-0.028579/-0.176124,1.17417,-0.028579;1,13,1,0;40.905708660012;0,1,0;1,0,0;2,1,0/4,1,1;
"
6887,6724,"0,6724;-0.162742,1.17082,-0.0216876/-0.162742,1.17082,-0.0216876/-0.162742,1.17082,-0.0216876;1,13,1,0;40.905710961995;1,0,1;1,0,0;1,1,2;
"
6888,6725,"2,6725;-3.38984,1.41045,2.2402/-3.38984,1.41045,2.2402/-3.38984,1.41045,2.2402;1,37,1,0;40.0719612012222;0,1,0;1,0,0;1,1,1;
"
6889,6726,"2,6726;2.28893,-1.01838,-1.2495/2.28893,-1.01838,-1.2495/2.28893,-1.01838,-1.2495;1,8,1,0;40.748104703405;1,0,1;0,1,0;3,1,2;
"
6890,6727,"2,6727;-2.99194,1.4406,-0.376459/-2.99194,1.4406,-0.376459/-2.99194,1.4406,-0.376459;1,14,1,0;40.307145349932;1,0,1;0,1,0;2,1,2;
"
6891,6731,"2,6731;0.0720343,0.840276,-1.46578/0.0729176,0.840587,-1.46499/0.0711509,0.839964,-1.46656;1,11,1,0;40.335906200363;0,3,0;0,3,1;2,1,1/2,8,1/2,9,0/3,10,1;
"
6892,6731,"0,6731;0.0682676,0.841251,-1.46846/0.0682676,0.841251,-1.46846/0.0682676,0.841251,-1.46846;1,11,1,0;40.335905593853;1,0,1;1,0,0;4,1,2;
"
6893,6732,"2,6732;-2.78133,1.00334,-1.05496/-2.78133,1.00334,-1.05496/-2.78133,1.00334,-1.05496;1,14,1,0;40.0603609682117;0,1,0;0,1,0;2,5,0/3,1,1/3,2,0;
"
6894,6734,"2,6734;-2.27267,1.90311,-0.14535/-2.27179,1.9033,-0.144749/-2.27355,1.90293,-0.145951;1,14,1,0;40.525529179177;0,2,0;0,2,0;1,2,0/2,2,0/3,1,1/3,6,1/4,1,0;
"
6895,6734,"0,6734;-2.27173,1.90264,-0.143903/-2.27168,1.90293,-0.143056/-2.27179,1.90235,-0.144749;1,14,1,0;40.525529129936;0,1,0;1,0,0;1,1,1/1,10,0/2,7,0/2,10,0/3,7,0/3,8,0/3,9,1/4,9,0;
"
6896,6734,"0,6734;-2.27397,1.90835,-0.135317/-2.27397,1.90835,-0.135317/-2.27397,1.90835,-0.135317;1,14,1,0;40.525541150721;1,0,1;1,0,0;3,1,0/4,1,2;
"
6897,6736,"2,6736;-1.14541,0.555188,0.511683/-1.14471,0.55538,0.512272/-1.1461,0.554997,0.511094;1,17,1,0;40.756208770285;2,1,2;0,3,0;1,3,0/3,1,2/3,2,1/3,4,2/4,3,0;
"
6898,6736,"0,6736;-0.846833,0.460603,0.552351/-0.846833,0.460603,0.552351/-0.846833,0.460603,0.552351;1,17,1,0;40.759227630709;0,1,0;0,1,0;3,1,1;
"
6899,6736,"0,6736;-1.14256,0.553075,0.513033/-1.14256,0.553075,0.513033/-1.14256,0.553075,0.513033;1,17,1,0;40.756208003091;1,0,1;1,0,0;4,1,2;
"
6900,6736,"0,6736;-1.14436,0.551912,0.513215/-1.14436,0.551912,0.513215/-1.14436,0.551912,0.513215;1,17,1,0;40.756208874903;0,1,0;1,0,0;1,1,1;
"
6901,6736,"0,6736;-1.15022,0.549812,0.50599/-1.15022,0.549812,0.50599/-1.15022,0.549812,0.50599;1,17,1,0;40.756209481684;1,0,1;1,0,0;4,1,2;
"
6902,6736,"0,6736;-1.15058,0.559745,0.509631/-1.15058,0.559745,0.509631/-1.15058,0.559745,0.509631;1,17,1,0;40.756210751041;1,0,1;1,0,0;4,1,2;
"
6903,6737,"2,6737;-0.860828,2.68475,2.5544/-0.860828,2.68475,2.5544/-0.860828,2.68475,2.5544;1,38,1,0;40.528531291905;0,1,0;0,1,0;3,1,1;
"
6904,6740,"2,6740;1.67927,0.902537,-3.17808/1.67927,0.902537,-3.17808/1.67927,0.902537,-3.17808;1,3,1,0;40.208402499224;0,1,0;0,1,0;2,1,1/3,1,0/3,3,0;
"
6905,6740,"0,6740;2.00471,0.565502,-3.30121/2.00471,0.565502,-3.30121/2.00471,0.565502,-3.30121;1,3,1,0;40.204378546646;1,0,1;1,0,0;4,1,2;
"
6906,6740,"0,6740;-0.571241,3.15303,-2.31883/-0.571241,3.15303,-2.31883/-0.571241,3.15303,-2.31883;1,4,1,0;40.243325584207;0,1,0;1,0,0;4,1,1;
"
6907,6741,"2,6741;0.838587,2.08917,0.106732/0.838587,2.08917,0.106732/0.838587,2.08917,0.106732;1,17,1,0;40.619741134722;0,1,0;0,1,0;3,1,1;
"
6908,6743,"2,6743;-1.53679,-3.39173,-1.71228/-1.53679,-3.39173,-1.71228/-1.53679,-3.39173,-1.71228;1,9,1,0;40.0233364368547;0,1,0;0,1,0;2,1,1;
"
6909,6746,"2,6746;-0.511852,0.937313,4.04314/-0.511777,0.937454,4.04315/-0.511928,0.937173,4.04314;1,46,1,0;40.550114633064;0,2,0;0,2,0;2,4,0/3,1,1/3,2,1;
"
6910,6747,"2,6747;-2.98869,-0.678751,-1.66679/-2.98869,-0.678751,-1.66679/-2.98869,-0.678751,-1.66679;1,6,1,0;40.83075549328;1,0,1;1,0,0;1,1,2;
"
6911,6749,"2,6749;-1.9016,-1.2681,0.125654/-1.9016,-1.2681,0.125654/-1.9016,-1.2681,0.125654;1,14,1,0;40.997207768147;0,1,0;0,1,0;2,3,0/3,1,1;
"
6912,6754,"2,6754;1.04251,2.07115,0.991815/1.04251,2.07115,0.991815/1.04251,2.07115,0.991815;1,26,1,0;40.314380643779;1,0,1;0,1,0;2,1,2/3,5,0;
"
6913,6754,"0,6754;1.03162,2.07066,0.993804/1.03162,2.07066,0.993804/1.03162,2.07066,0.993804;1,26,1,0;40.314395945309;1,0,1;1,0,0;4,1,2;
"
6914,6761,"2,6761;-2.15366,-0.911995,-2.4083/-2.15366,-0.911995,-2.4083/-2.15366,-0.911995,-2.4083;1,5,1,0;40.430664349476;1,0,1;1,0,0;1,1,2;
"
6915,6761,"0,6761;-1.66376,0.71768,3.19333/-1.66375,0.717712,3.19361/-1.66377,0.717649,3.19305;1,42,1,0;40.271604227427;2,1,1;1,1,0;3,1,2/4,1,1;
"
6916,6762,"2,6762;-0.784287,2.92405,-0.0728737/-0.784287,2.92405,-0.0728737/-0.784287,2.92405,-0.0728737;1,17,1,0;40.200730633926;1,0,1;1,0,0;4,1,2;
"
6917,6764,"2,6764;-1.02896,-1.18844,1.40952/-1.02896,-1.18844,1.40952/-1.02896,-1.18844,1.40952;1,23,1,0;40.909973980157;0,1,0;0,1,0;2,1,1;
"
6918,6765,"2,6765;-2.53396,-2.85679,-0.716344/-2.53396,-2.85679,-0.716344/-2.53396,-2.85679,-0.716344;1,9,1,0;40.629659407455;0,1,0;1,0,0;3,4,0/4,1,1/4,3,0;
"
6919,6767,"2,6767;-0.794608,-2.0411,0.842613/-0.794608,-2.0411,0.842613/-0.794608,-2.0411,0.842613;1,18,1,0;40.493621372915;1,0,1;0,1,0;1,9,0/2,1,2/2,9,0/2,10,0/3,10,0;
"
6920,6767,"0,6767;-0.442161,-1.86743,1.0578/-0.442161,-1.86743,1.0578/-0.442161,-1.86743,1.0578;1,22,1,0;40.268387451179;0,1,0;1,0,0;1,1,1;
"
6921,6769,"2,6769;2.32174,0.872067,-2.98667/2.32174,0.872067,-2.98667/2.32174,0.872067,-2.98667;1,3,1,0;40.259079840585;1,0,1;0,1,0;2,1,2;
"
6922,6773,"2,6773;-0.432528,-2.22987,-1.4383/-0.432528,-2.22987,-1.4383/-0.432528,-2.22987,-1.4383;1,8,1,0;40.589043998605;1,0,1;0,1,0;3,1,2;
"
6923,6774,"2,6774;0.260598,-0.670325,2.62862/0.260598,-0.670325,2.62862/0.260598,-0.670325,2.62862;1,34,1,0;40.68525387346;0,1,0;1,0,0;1,1,1/2,1,0;
"
6924,6775,"2,6775;2.02913,1.18516,0.411467/2.02913,1.18516,0.411467/2.02913,1.18516,0.411467;1,19,1,0;40.72562270951;1,0,1;1,0,0;1,1,2/2,3,0/2,8,0/3,4,0/3,6,0;
"
6925,6781,"2,6781;1.71034,2.25768,-0.517028/1.71034,2.25768,-0.517028/1.71034,2.25768,-0.517028;1,13,1,0;40.500523374978;0,1,0;1,0,0;4,1,1;
"
6926,6781,"0,6781;0.0675069,3.17102,1.44735/0.0675069,3.17102,1.44735/0.0675069,3.17102,1.44735;1,30,1,0;40.063460320058;1,0,1;1,0,0;4,1,2;
"
6927,6781,"0,6781;0.0795478,3.1781,1.43701/0.0795478,3.1781,1.43701/0.0795478,3.1781,1.43701;1,30,1,0;40.0647543650469;1,0,1;1,0,0;1,1,2;
"
6928,6782,"2,6782;-1.4099,0.744374,-0.987358/-1.40934,0.745309,-0.986811/-1.41046,0.74344,-0.987905;1,10,1,0;40.277183684129;2,2,2;2,2,1;1,4,1/1,5,0/1,7,2/2,1,1/2,5,0/2,6,0/3,3,2/3,8,0;
"
6929,6782,"0,6782;-1.41666,0.742585,-0.986974/-1.41662,0.742878,-0.986613/-1.4167,0.742292,-0.987335;1,10,1,0;40.27718526833;1,0,2;1,1,0;1,1,2/2,3,2;
"
6930,6782,"0,6782;-1.41338,0.742693,-0.986873/-1.41338,0.742693,-0.986873/-1.41338,0.742693,-0.986873;1,10,1,0;40.27718461951;0,1,0;0,1,0;2,1,1/2,6,0/3,5,0/3,7,0/4,4,0;
"
6931,6782,"0,6782;-1.40353,0.739318,-0.975025/-1.40353,0.739318,-0.975025/-1.40353,0.739318,-0.975025;1,10,1,0;40.277193611071;0,1,0;1,0,0;2,2,0/2,3,0/2,8,0/3,3,0/3,4,0/3,5,0/3,6,0/4,1,1/4,4,0/4,5,0/4,6,0;
